age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
33.0,unemployed,divorced,high.school,no,no,no,cellular,may,fri,555.0,9,999,0,nonexistent,-0.1,93.366,-33.9,3.273,5076,yes
38.0,blue-collar,single,unknown,no,no,no,cellular,dec,thu,481.0,1,999,0,nonexistent,1.4,92.847,-33.8,3.585,5076,yes
51.0,admin.,single,high.school,no,yes,yes,telephone,dec,thu,507.0,14,999,0,nonexistent,1.4,94.26,-37.7,5.0,5176,yes
72.0,blue-collar,divorced,unknown,unknown,no,no,telephone,aug,thu,109.0,9,999,0,nonexistent,1.1,93.53,-37.2,2.79,5191,no
32.0,admin.,married,university.degree,no,yes,yes,cellular,feb,tue,43.0,3,999,0,nonexistent,-0.1,94.519,-35.9,1.865,5176,no
31.0,technician,married,high.school,no,yes,no,telephone,oct,wed,12.0,5,999,0,nonexistent,1.4,93.916,-38.0,3.558,5008,no
65.0,technician,divorced,high.school,no,yes,yes,cellular,dec,mon,417.0,6,999,0,nonexistent,1.4,93.97,-39.4,3.853,5076,yes
48.0,retired,married,high.school,unknown,yes,no,cellular,dec,thu,714.0,10,999,0,nonexistent,-1.8,93.279,-38.5,3.259,5076,yes
26.0,management,married,university.degree,unknown,no,yes,cellular,nov,fri,82.0,7,999,0,nonexistent,1.4,93.087,-45.9,3.469,5176,no
52.0,admin.,married,basic.9y,no,no,no,cellular,jun,mon,151.0,14,999,0,nonexistent,1.1,93.464,-38.0,1.719,5228,no
45.0,unknown,married,basic.4y,no,no,no,cellular,may,tue,38.0,10,999,0,nonexistent,1.1,94.005,-42.4,2.356,5191,no
61.0,admin.,divorced,professional.course,unknown,no,no,cellular,may,tue,187.0,2,999,0,nonexistent,-1.8,93.388,-45.4,2.93,5076,no
56.0,technician,single,university.degree,unknown,yes,yes,cellular,dec,mon,111.0,7,999,0,nonexistent,-0.1,94.128,-41.1,5.0,5099,no
36.0,technician,single,professional.course,no,yes,no,cellular,nov,mon,416.0,9,999,0,nonexistent,1.1,93.945,-47.1,4.97,5191,yes
20.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,173.0,6,999,0,nonexistent,-0.1,92.9,-49.3,2.688,5191,no
61.0,retired,single,basic.9y,unknown,yes,no,telephone,oct,mon,169.0,1,999,0,nonexistent,1.1,93.52,-33.0,5.0,5099,no
39.0,technician,married,university.degree,no,yes,yes,cellular,jan,fri,204.0,10,999,0,nonexistent,-1.8,92.745,-48.3,1.237,5176,no
34.0,retired,divorced,high.school,no,yes,yes,cellular,nov,tue,461.0,7,999,0,nonexistent,-0.1,94.294,-33.2,5.0,5228,no
63.0,admin.,married,basic.9y,no,no,no,cellular,may,mon,119.0,8,999,0,nonexistent,-1.7,93.715,-42.6,5.0,5191,no
55.0,self-employed,single,university.degree,no,no,no,telephone,sep,wed,218.0,14,999,0,nonexistent,1.4,93.821,-45.9,5.0,5228,no
58.0,management,married,university.degree,no,no,no,cellular,jan,tue,2.0,11,999,0,nonexistent,1.4,94.464,-43.0,5.0,4963,no
20.0,technician,married,university.degree,unknown,yes,no,telephone,feb,mon,563.0,8,999,0,nonexistent,1.1,92.883,-40.9,4.234,5076,no
30.0,management,married,basic.6y,unknown,yes,no,cellular,may,fri,477.0,8,999,0,nonexistent,-0.1,93.106,-46.9,4.195,5076,yes
21.0,unemployed,divorced,basic.9y,no,yes,no,telephone,dec,fri,269.0,6,999,0,nonexistent,1.4,94.292,-36.6,0.6,4963,no
27.0,blue-collar,married,university.degree,no,yes,no,cellular,may,wed,1087.0,1,999,0,nonexistent,1.4,92.912,-38.0,0.6,5228,no
62.0,blue-collar,married,university.degree,no,yes,no,telephone,sep,mon,101.0,4,999,0,nonexistent,1.4,93.441,-36.6,3.821,5076,no
36.0,admin.,married,basic.9y,no,no,yes,cellular,mar,mon,145.0,9,999,0,nonexistent,-1.7,93.325,-35.2,4.149,5008,no
48.0,technician,married,unknown,no,yes,no,cellular,may,mon,72.0,9,999,0,nonexistent,1.1,93.945,-40.5,2.835,5008,no
38.0,management,married,basic.6y,no,yes,no,cellular,may,thu,53.0,14,999,0,nonexistent,-0.1,94.28,-38.2,4.191,5017,no
18.0,blue-collar,married,professional.course,unknown,yes,no,cellular,nov,mon,192.0,13,999,0,nonexistent,-0.1,93.305,-34.9,2.444,5017,no
86.0,services,married,university.degree,no,no,no,cellular,aug,wed,114.0,3,999,0,nonexistent,-0.1,93.499,-41.1,2.045,5017,no
52.0,technician,married,unknown,no,yes,no,cellular,jul,fri,47.0,8,999,0,nonexistent,-1.8,93.566,-35.0,5.0,5076,no
31.0,blue-collar,married,basic.9y,no,no,no,telephone,dec,fri,413.0,8,999,0,nonexistent,1.1,91.78,-38.5,4.273,4963,yes
84.0,retired,married,unknown,no,no,no,cellular,may,wed,99.0,13,999,0,nonexistent,1.4,93.486,-33.4,0.6,5176,no
21.0,retired,married,high.school,unknown,yes,no,cellular,dec,mon,676.0,7,999,0,nonexistent,1.1,93.141,-41.0,4.12,5191,yes
70.0,blue-collar,married,professional.course,no,yes,no,telephone,dec,wed,3.0,3,999,0,nonexistent,-0.1,94.232,-38.3,4.043,5176,no
28.0,admin.,divorced,basic.9y,no,yes,no,telephone,jul,mon,173.0,6,999,0,nonexistent,-0.1,93.817,-45.0,5.0,5017,no
75.0,self-employed,divorced,basic.6y,unknown,no,yes,telephone,oct,thu,415.0,11,999,0,nonexistent,-1.8,92.942,-39.4,4.454,5191,yes
31.0,blue-collar,single,basic.6y,unknown,yes,no,cellular,aug,thu,29.0,7,999,0,nonexistent,-0.1,92.91,-37.0,2.823,5076,no
67.0,self-employed,divorced,professional.course,no,no,no,cellular,oct,fri,791.0,9,999,0,nonexistent,-1.8,94.665,-36.5,4.717,5008,yes
80.0,technician,married,high.school,no,yes,no,telephone,jun,mon,187.0,14,999,0,nonexistent,1.4,93.261,-50.7,3.975,5099,no
66.0,retired,single,unknown,no,no,yes,cellular,may,fri,245.0,1,999,0,nonexistent,1.1,93.929,-37.0,1.371,5017,no
46.0,admin.,single,professional.course,no,no,yes,cellular,may,mon,527.0,8,999,0,nonexistent,1.4,93.736,-34.2,4.082,5017,yes
58.0,management,divorced,basic.9y,unknown,no,yes,telephone,may,tue,233.0,14,999,0,nonexistent,-0.1,94.45,-33.8,3.883,5017,no
60.0,admin.,married,unknown,no,yes,no,telephone,dec,fri,640.0,12,999,0,nonexistent,-0.1,92.986,-41.0,3.218,5176,yes
55.0,blue-collar,single,university.degree,unknown,yes,no,cellular,may,wed,206.0,12,999,0,nonexistent,1.4,94.147,-43.1,2.773,4963,no
44.0,blue-collar,married,high.school,no,yes,no,cellular,may,wed,256.0,11,999,0,nonexistent,-1.8,93.299,-37.6,3.014,5076,no
18.0,technician,divorced,professional.course,no,yes,no,telephone,nov,mon,3.0,2,11,3,success,1.4,93.694,-48.2,2.983,5176,no
64.0,admin.,married,basic.4y,no,yes,no,cellular,may,tue,444.0,13,999,0,nonexistent,1.4,92.83,-42.0,4.34,5228,no
19.0,management,divorced,professional.course,no,yes,no,cellular,jun,wed,9.0,10,999,0,nonexistent,-1.8,94.039,-39.8,2.036,5099,no
54.0,management,married,basic.9y,no,no,yes,telephone,may,wed,111.0,11,999,0,nonexistent,-0.1,92.317,-37.3,0.983,5017,no
60.0,entrepreneur,single,high.school,no,no,no,cellular,aug,wed,1096.0,7,999,0,nonexistent,-0.1,93.971,-33.8,4.033,5017,yes
38.0,technician,married,university.degree,no,yes,no,cellular,may,thu,103.0,1,999,0,nonexistent,-1.8,94.05,-35.2,5.0,5176,no
47.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,817.0,1,999,0,nonexistent,1.4,93.322,-43.1,0.839,5191,yes
64.0,housemaid,single,professional.course,no,no,no,cellular,feb,wed,229.0,2,999,0,nonexistent,-0.1,93.238,-41.5,2.451,5099,no
25.0,technician,married,basic.9y,no,no,no,cellular,sep,mon,99.0,12,999,0,nonexistent,1.1,93.53,-38.7,3.906,4963,no
29.0,blue-collar,married,basic.6y,no,yes,no,telephone,sep,wed,225.0,9,999,0,nonexistent,-0.1,93.551,-42.0,4.043,5228,no
22.0,admin.,married,university.degree,no,no,no,cellular,may,mon,954.0,7,999,0,nonexistent,-0.1,93.112,-34.3,4.908,5099,yes
76.0,unknown,single,high.school,no,no,no,telephone,oct,tue,400.0,9,999,0,nonexistent,1.4,93.405,-36.9,2.189,4963,no
19.0,admin.,married,basic.9y,unknown,yes,no,cellular,nov,thu,202.0,10,999,0,nonexistent,1.4,94.127,-39.8,5.0,5176,no
61.0,blue-collar,married,basic.6y,yes,unknown,no,cellular,aug,tue,1182.0,5,999,0,nonexistent,1.4,93.837,-41.1,3.273,4963,no
34.0,admin.,divorced,high.school,no,no,no,cellular,sep,tue,141.0,13,999,0,nonexistent,1.1,93.344,-39.9,2.729,4963,no
23.0,blue-collar,married,high.school,no,no,no,cellular,mar,fri,927.0,11,999,0,nonexistent,1.4,93.396,-38.3,2.706,5099,yes
19.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,mon,241.0,11,999,0,nonexistent,-1.8,93.539,-39.5,4.94,5228,no
54.0,services,married,basic.9y,no,no,no,cellular,feb,fri,31.0,14,999,0,nonexistent,-0.1,93.576,-47.5,2.771,5191,no
72.0,admin.,married,university.degree,no,yes,no,telephone,nov,thu,187.0,12,21,1,failure,1.4,92.496,-41.9,2.163,5099,no
63.0,blue-collar,single,professional.course,no,no,no,cellular,jul,fri,172.0,10,999,0,nonexistent,-0.1,93.994,-35.9,4.871,5017,no
73.0,technician,divorced,university.degree,no,no,no,cellular,feb,mon,331.0,6,999,0,nonexistent,1.4,93.425,-34.8,4.355,5008,yes
87.0,blue-collar,married,high.school,unknown,unknown,no,telephone,may,fri,91.0,12,999,0,nonexistent,-0.1,92.694,-39.0,5.0,5228,no
76.0,technician,divorced,professional.course,unknown,no,no,cellular,jul,tue,835.0,14,999,0,nonexistent,-1.8,93.643,-40.0,4.356,5099,no
82.0,management,single,basic.4y,no,yes,no,cellular,may,wed,460.0,13,999,0,nonexistent,-0.1,93.404,-43.4,5.0,5176,no
80.0,admin.,divorced,basic.4y,no,yes,no,cellular,may,mon,282.0,12,999,0,nonexistent,1.1,93.264,-46.6,5.0,5228,no
51.0,blue-collar,married,high.school,no,yes,yes,cellular,feb,tue,425.0,6,23,3,failure,-0.1,92.977,-32.7,4.839,5228,no
85.0,admin.,married,unknown,no,unknown,no,cellular,may,mon,1280.0,10,999,0,nonexistent,1.1,93.563,-37.1,3.232,4963,no
81.0,admin.,single,university.degree,no,no,no,telephone,sep,tue,85.0,3,999,0,nonexistent,1.1,93.336,-40.8,3.484,5191,no
57.0,blue-collar,single,high.school,unknown,no,no,cellular,aug,fri,791.0,1,999,0,nonexistent,-0.1,93.542,-41.8,5.0,5176,yes
27.0,admin.,divorced,university.degree,no,yes,no,telephone,dec,mon,12.0,10,999,0,nonexistent,-0.1,93.024,-46.1,2.041,5099,no
,technician,single,professional.course,no,yes,no,telephone,may,thu,42.0,7,999,0,nonexistent,-0.1,93.115,-35.3,4.575,5008,no
83.0,retired,married,basic.9y,no,yes,no,telephone,nov,tue,184.0,1,999,0,nonexistent,1.4,93.416,-44.3,2.138,5008,no
24.0,management,single,high.school,no,no,no,cellular,aug,fri,164.0,11,999,0,nonexistent,-0.1,95.006,-40.8,3.828,5008,no
80.0,technician,married,high.school,no,yes,no,cellular,jan,mon,176.0,14,999,0,nonexistent,-1.7,95.103,-34.3,3.981,5099,no
20.0,unknown,married,university.degree,no,yes,no,cellular,feb,tue,44.0,5,999,0,nonexistent,-1.8,94.365,-41.7,4.607,4963,no
85.0,technician,married,professional.course,unknown,yes,no,telephone,dec,mon,51.0,11,999,0,nonexistent,-0.1,93.461,-35.9,1.112,5228,no
41.0,blue-collar,single,high.school,no,yes,yes,cellular,jul,tue,19.0,5,999,0,nonexistent,1.4,94.36,-37.6,4.729,5008,no
62.0,admin.,married,university.degree,no,no,no,cellular,apr,thu,187.0,1,999,0,nonexistent,-0.1,94.619,-40.3,5.0,5008,no
50.0,housemaid,married,basic.9y,no,yes,no,cellular,may,fri,136.0,10,999,0,nonexistent,-0.1,92.937,-42.6,2.954,5191,no
39.0,blue-collar,married,high.school,no,yes,no,cellular,may,thu,443.0,7,999,0,nonexistent,-0.1,93.43,-44.7,1.688,5099,no
76.0,technician,married,high.school,unknown,no,no,cellular,oct,wed,279.0,5,999,0,nonexistent,1.4,93.804,-45.2,4.241,5076,no
57.0,admin.,married,basic.6y,unknown,no,no,cellular,aug,mon,489.0,14,999,0,nonexistent,-1.8,93.237,-39.8,3.557,5176,no
85.0,technician,single,professional.course,no,yes,no,cellular,may,tue,645.0,1,999,0,nonexistent,-0.1,93.846,-36.5,5.0,4963,yes
78.0,management,married,basic.9y,no,no,no,telephone,sep,fri,22.0,6,999,0,nonexistent,-0.1,94.366,-35.1,1.16,5099,no
51.0,technician,married,basic.4y,no,unknown,no,cellular,may,thu,515.0,7,999,0,nonexistent,-1.8,93.791,-34.8,3.035,5008,yes
68.0,unemployed,married,basic.9y,no,yes,no,cellular,dec,tue,848.0,12,999,0,nonexistent,-1.8,94.285,-35.6,2.197,4963,yes
21.0,technician,married,basic.9y,no,no,yes,telephone,may,wed,249.0,14,999,0,nonexistent,-1.7,93.681,-38.0,2.38,5228,no
45.0,entrepreneur,married,high.school,no,yes,no,cellular,jun,thu,638.0,6,999,0,nonexistent,-1.8,93.757,-33.9,1.551,5228,yes
63.0,admin.,married,professional.course,no,yes,no,telephone,may,thu,487.0,12,999,0,nonexistent,1.1,92.806,-41.8,2.847,4963,no
21.0,management,married,basic.9y,unknown,yes,no,cellular,sep,tue,590.0,5,999,0,nonexistent,-0.1,93.647,-46.8,5.0,5099,yes
33.0,entrepreneur,single,basic.9y,unknown,yes,no,cellular,nov,fri,211.0,11,999,0,nonexistent,1.4,93.13,-43.9,3.23,5191,no
62.0,management,married,high.school,no,yes,yes,cellular,apr,tue,31.0,3,999,0,nonexistent,-1.7,93.409,-46.7,0.6,5099,no
24.0,technician,married,high.school,no,no,unknown,telephone,feb,wed,27.0,7,999,0,nonexistent,1.4,93.379,-45.2,0.973,5008,no
20.0,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,wed,139.0,2,999,0,nonexistent,-0.1,93.894,-45.0,2.015,5228,no
51.0,student,single,basic.9y,no,no,no,telephone,mar,tue,87.0,2,999,0,nonexistent,-0.1,92.682,-42.5,4.232,5017,no
66.0,housemaid,divorced,high.school,no,no,no,cellular,nov,fri,252.0,9,999,0,nonexistent,-1.7,92.692,-40.5,5.0,5008,no
45.0,retired,married,basic.6y,no,no,no,cellular,sep,tue,273.0,3,999,0,nonexistent,1.1,94.495,-44.6,5.0,5228,no
45.0,admin.,married,university.degree,no,no,no,cellular,may,thu,40.0,11,999,0,nonexistent,-0.1,93.61,-42.1,3.59,5099,no
21.0,admin.,married,high.school,unknown,no,no,telephone,dec,thu,258.0,9,999,0,nonexistent,1.1,93.79,-41.7,3.862,4963,no
73.0,admin.,married,university.degree,no,yes,no,telephone,sep,tue,534.0,8,999,0,nonexistent,-1.7,94.13,-42.4,3.596,5099,yes
53.0,management,married,high.school,no,yes,no,cellular,oct,wed,879.0,12,999,0,nonexistent,1.1,93.269,-41.6,1.883,4963,yes
38.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,80.0,8,999,0,nonexistent,1.1,94.543,-38.7,0.675,5076,no
61.0,retired,married,university.degree,no,yes,no,cellular,oct,thu,707.0,10,999,0,nonexistent,1.4,94.064,-47.5,0.6,5008,yes
68.0,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,746.0,9,999,0,nonexistent,1.4,93.198,-43.4,3.733,5099,no
27.0,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,179.0,13,999,0,nonexistent,1.4,93.563,-35.5,4.652,5076,no
52.0,admin.,married,high.school,no,no,no,cellular,jun,tue,59.0,14,999,0,nonexistent,1.1,93.696,-40.2,5.0,5176,no
32.0,self-employed,single,high.school,no,yes,no,telephone,jul,fri,265.0,7,999,0,nonexistent,1.1,93.118,-47.3,3.926,5191,no
51.0,blue-collar,married,basic.4y,no,no,yes,telephone,jul,tue,71.0,2,999,0,nonexistent,1.1,94.284,-39.1,5.0,5099,no
73.0,admin.,single,unknown,unknown,yes,no,cellular,jul,wed,8.0,5,999,0,nonexistent,-0.1,93.109,-42.4,0.819,5176,no
80.0,retired,married,high.school,no,no,no,cellular,jul,tue,139.0,10,999,0,nonexistent,-0.1,93.562,-35.4,4.543,5228,no
80.0,technician,single,high.school,no,no,no,telephone,dec,fri,77.0,1,999,0,nonexistent,1.4,93.859,-50.3,2.492,4963,no
28.0,blue-collar,married,university.degree,no,yes,no,cellular,may,wed,520.0,4,999,0,nonexistent,1.4,93.287,-27.4,2.012,5176,no
56.0,admin.,married,university.degree,no,yes,no,cellular,mar,fri,768.0,3,999,0,nonexistent,-0.1,92.847,-43.5,3.177,5191,yes
59.0,services,divorced,university.degree,no,no,yes,cellular,jul,tue,13.0,10,999,0,nonexistent,1.1,92.868,-42.0,1.104,5017,no
18.0,blue-collar,married,university.degree,no,yes,no,cellular,dec,mon,88.0,13,999,0,nonexistent,-0.1,94.253,-41.3,2.152,5228,no
32.0,blue-collar,divorced,university.degree,no,no,no,cellular,may,fri,920.0,12,999,0,nonexistent,1.1,94.194,-36.3,4.298,4963,no
78.0,admin.,married,basic.9y,no,yes,no,cellular,may,wed,674.0,13,999,0,nonexistent,-0.1,93.195,-39.8,3.637,5008,yes
49.0,management,married,university.degree,yes,no,no,telephone,dec,thu,257.0,11,10,2,failure,-1.7,93.531,-42.1,3.96,5191,no
71.0,admin.,married,basic.6y,no,yes,no,telephone,may,tue,20.0,9,999,0,nonexistent,1.4,93.386,-35.9,5.0,5176,no
27.0,admin.,single,university.degree,no,yes,no,cellular,may,thu,301.0,6,999,0,nonexistent,-1.7,93.759,-44.5,0.6,5228,no
82.0,admin.,married,university.degree,no,unknown,no,cellular,may,mon,203.0,12,999,0,nonexistent,-0.1,94.253,-36.3,5.0,5228,no
87.0,management,married,university.degree,no,no,no,cellular,jul,wed,144.0,6,999,0,nonexistent,-1.7,94.087,-42.9,2.47,5176,no
26.0,blue-collar,married,high.school,no,yes,no,telephone,apr,fri,190.0,8,999,0,nonexistent,1.1,93.466,-42.6,2.396,5099,no
82.0,services,married,professional.course,no,yes,no,cellular,sep,thu,248.0,13,999,0,nonexistent,-0.1,93.81,-44.9,1.06,5008,no
30.0,blue-collar,married,high.school,no,no,no,cellular,nov,wed,51.0,10,26,1,failure,-0.1,93.259,-44.3,2.883,5099,no
77.0,blue-collar,married,university.degree,no,yes,no,cellular,may,tue,47.0,1,999,0,nonexistent,1.1,93.403,-47.2,2.389,5099,no
78.0,technician,divorced,basic.9y,unknown,no,yes,cellular,jun,thu,16.0,12,999,0,nonexistent,-0.1,92.392,-43.6,3.692,5076,no
58.0,blue-collar,single,university.degree,no,yes,yes,telephone,oct,fri,493.0,1,999,0,nonexistent,-0.1,94.406,-53.8,2.783,5076,no
63.0,technician,single,high.school,no,no,yes,cellular,feb,fri,267.0,6,999,0,nonexistent,1.4,93.68,-40.2,5.0,5099,no
23.0,management,married,basic.9y,no,no,no,telephone,oct,wed,204.0,6,999,0,nonexistent,1.1,93.431,-41.8,2.053,5076,no
26.0,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,132.0,1,999,0,nonexistent,-0.1,94.227,-45.0,0.6,5017,no
25.0,entrepreneur,married,high.school,unknown,no,no,telephone,oct,tue,97.0,11,999,0,nonexistent,-0.1,93.978,-42.8,4.56,5017,no
86.0,technician,married,professional.course,no,yes,no,telephone,feb,mon,329.0,14,999,0,nonexistent,-0.1,92.502,-41.9,5.0,4963,no
67.0,admin.,married,university.degree,no,yes,no,cellular,may,tue,34.0,1,999,0,nonexistent,-0.1,93.671,-46.3,4.366,5191,no
23.0,services,married,professional.course,no,no,no,cellular,dec,thu,354.0,6,999,0,nonexistent,1.4,92.405,-46.5,2.899,4963,yes
65.0,services,married,high.school,no,no,no,cellular,nov,wed,12.0,9,999,0,nonexistent,1.1,92.812,-38.1,3.656,5191,no
82.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,362.0,6,999,0,nonexistent,-0.1,92.93,-46.2,5.0,4963,yes
62.0,admin.,married,high.school,unknown,yes,no,cellular,jun,thu,553.0,11,999,0,nonexistent,1.4,94.442,-39.3,5.0,5008,no
37.0,admin.,married,university.degree,no,yes,no,cellular,dec,mon,82.0,7,999,0,nonexistent,-0.1,93.608,-46.3,2.87,5008,no
85.0,services,married,university.degree,no,yes,no,cellular,may,mon,282.0,4,999,0,nonexistent,1.4,93.386,-40.7,3.539,5191,no
48.0,blue-collar,divorced,high.school,no,yes,no,cellular,jul,thu,330.0,6,999,0,nonexistent,-0.1,93.872,-47.5,4.547,5228,yes
45.0,admin.,married,university.degree,no,no,no,cellular,nov,thu,114.0,10,999,0,nonexistent,1.4,94.269,-38.5,2.749,4963,no
65.0,admin.,married,university.degree,no,yes,no,cellular,dec,thu,156.0,5,999,0,nonexistent,-1.7,94.53,-36.8,1.107,5228,no
54.0,admin.,married,basic.9y,no,yes,no,cellular,jan,mon,203.0,10,999,0,nonexistent,1.1,93.182,-33.3,2.507,5176,no
49.0,unemployed,married,university.degree,unknown,yes,yes,cellular,mar,tue,59.0,3,999,0,nonexistent,-1.7,93.982,-43.8,3.537,5099,no
35.0,blue-collar,married,basic.4y,no,yes,no,cellular,dec,mon,552.0,8,999,0,nonexistent,-0.1,94.685,-39.7,2.7,5008,yes
77.0,entrepreneur,married,university.degree,no,yes,no,telephone,jun,tue,87.0,2,999,0,nonexistent,-0.1,93.165,-42.0,4.522,5176,no
66.0,student,married,high.school,no,yes,yes,telephone,may,tue,52.0,14,999,0,nonexistent,-0.1,93.824,-38.6,5.0,5099,no
26.0,self-employed,single,professional.course,no,yes,no,telephone,jul,tue,96.0,4,26,3,failure,-0.1,93.985,-37.8,5.0,5099,no
49.0,blue-collar,divorced,professional.course,unknown,no,no,cellular,dec,mon,1.0,6,999,0,nonexistent,1.4,93.689,-34.7,0.841,5017,no
55.0,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,807.0,2,999,0,nonexistent,-1.8,92.749,-41.2,5.0,5176,no
22.0,technician,married,high.school,no,no,yes,cellular,dec,wed,141.0,11,999,0,nonexistent,-1.7,93.429,-43.6,2.2,5017,no
,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,10.0,13,999,0,nonexistent,1.4,92.795,-46.5,5.0,5008,no
61.0,entrepreneur,married,basic.9y,no,no,no,cellular,may,tue,207.0,13,999,0,nonexistent,1.4,93.267,-45.0,2.702,5191,no
87.0,retired,single,university.degree,no,yes,no,telephone,jul,thu,213.0,8,999,0,nonexistent,1.4,93.31,-46.2,5.0,5191,no
32.0,retired,married,high.school,unknown,yes,yes,cellular,dec,tue,155.0,14,999,0,nonexistent,-0.1,93.351,-45.7,5.0,5191,no
,services,married,university.degree,yes,no,no,cellular,sep,fri,508.0,9,999,0,nonexistent,1.4,94.944,-44.4,1.086,5076,yes
62.0,blue-collar,single,university.degree,no,no,yes,cellular,nov,thu,10.0,4,999,0,nonexistent,-1.7,93.195,-35.9,5.0,5228,no
45.0,admin.,single,high.school,no,no,no,cellular,jul,thu,203.0,13,999,0,nonexistent,-1.7,93.291,-43.8,2.875,5008,no
76.0,admin.,single,basic.9y,no,yes,no,cellular,jun,fri,117.0,4,999,0,nonexistent,1.4,93.413,-38.6,5.0,5017,no
36.0,admin.,married,high.school,no,yes,yes,cellular,may,tue,455.0,6,999,0,nonexistent,1.4,93.003,-45.5,1.929,5017,yes
45.0,technician,single,university.degree,no,no,no,cellular,feb,thu,223.0,6,999,0,nonexistent,1.4,93.662,-36.2,4.131,5099,no
40.0,admin.,single,unknown,no,no,no,cellular,sep,mon,157.0,4,999,0,nonexistent,-1.8,94.604,-36.8,2.815,5017,no
48.0,blue-collar,married,university.degree,unknown,yes,no,cellular,may,wed,18.0,5,999,0,nonexistent,-0.1,93.809,-38.1,1.142,5191,no
61.0,services,married,professional.course,no,yes,no,telephone,feb,thu,321.0,6,999,0,nonexistent,1.1,92.076,-42.9,0.6,5176,no
32.0,blue-collar,single,professional.course,no,yes,unknown,telephone,nov,thu,214.0,6,999,0,nonexistent,1.4,93.172,-41.1,3.201,5076,no
73.0,services,married,high.school,unknown,unknown,no,cellular,jul,fri,342.0,9,999,0,nonexistent,-1.8,94.072,-38.0,3.021,5008,no
56.0,blue-collar,single,high.school,no,unknown,no,cellular,jun,fri,64.0,9,999,0,nonexistent,1.1,94.084,-37.3,5.0,5191,no
